article-id,title,news_url,source_domain,real
19,Global Tech Summit Discusses AI Advances,https://www.spacex.com/mars-mission,cnn.com,0

4,Olympic Committee Prepares for 2024 Games,https://www.aljazeera.com/global-security,espn.com,1

31,Olympic Committee Prepares for 2024 Games,https://www.ft.com/global-stock-markets,bloomberg.com,0

97,NASA Launches New Satellite to Monitor Climate Change,https://www.wired.com/quantum-computing-conference,space.com,1

52,Olympic Committee Prepares for 2024 Games,https://www.spacex.com/mars-mission,bloomberg.com,0

91,New Policy Proposals Addressing Global Poverty Issues,https://www.espn.com/olympic-sports,scientificamerican.com,0

134,UN Holds Emergency Meeting on Global Security,https://www.nationalgeographic.com/ocean-conservation,cnbc.com,0

119,New Space Mission Aims to Study the Atmosphere of Mars,https://www.cnbc.com/global-markets,espn.com,0

124,FIFA Introduces New Rules for World Cup Tournament,https://www.fifa.com/worldcup,aljazeera.com,1

88,EU Leaders Debate New Trade Agreements,https://www.wired.com/quantum-computing-conference,aljazeera.com,0

31,Olympic Committee Prepares for 2024 Games,https://www.bbc.com/news/world-technology,cnbc.com,0

15,Breakthrough in Cancer Research at Global Conference,https://www.cnn.com/science/climate-change,cnbc.com,1

37,EU Leaders Debate New Trade Agreements,https://www.forbes.com/global-poverty,businessinsider.com,1

124,Breakthrough in Quantum Computing Announced at International Conference,https://www.businessinsider.com/global-renewable-energy-summit,cnn.com,1

47,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.espn.com/olympic-sports,ft.com,1

4,Global Leaders Discuss Solutions to Climate Crisis,https://www.nationalgeographic.com/ocean-conservation,aljazeera.com,0

137,Olympic Committee Prepares for 2024 Games,https://www.scientificamerican.com/space-technology-symposium,nasa.gov,0

142,FIFA Introduces New Rules for World Cup Tournament,https://www.espn.com/olympic-sports,theguardian.com,1

4,Olympic Committee Prepares for 2024 Games,https://www.theguardian.com/world/climate-solutions,theguardian.com,1

125,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.businessinsider.com/global-renewable-energy-summit,bloomberg.com,0

58,Global Leaders Discuss Solutions to Climate Crisis,https://www.reuters.com/world/europe,espn.com,0

109,Global Stock Markets Show Growth Amid Trade Deals,https://www.bloomberg.com/renewable-energy,bbc.com,1

123,Global Tech Summit Discusses AI Advances,https://www.aljazeera.com/global-security,bloomberg.com,1

110,Top Tech Companies Collaborate on Renewable Energy,https://www.cnn.com/science/climate-change,aljazeera.com,1

86,Innovations in Space Technology Discussed at Global Symposium,https://www.aljazeera.com/global-security,nationalgeographic.com,0

112,Global Leaders Discuss Solutions to Climate Crisis,https://www.espn.com/olympic-sports,wired.com,0

129,EU Leaders Debate New Trade Agreements,https://www.space.com/scientists-exoplanet-discovery,businessinsider.com,0

61,Olympic Committee Prepares for 2024 Games,https://www.spacex.com/mars-mission,reuters.com,0

17,Global Leaders Discuss Solutions to Climate Crisis,https://www.reuters.com/world/europe,nytimes.com,0

10,Global Tech Summit Discusses AI Advances,https://www.espn.com/olympic-sports,cnbc.com,1

8,New Space Mission Aims to Study the Atmosphere of Mars,https://www.scientificamerican.com/space-technology-symposium,scientificamerican.com,0

41,Innovations in Space Technology Discussed at Global Symposium,https://www.spacex.com/mars-mission,espn.com,0

93,Scientists Discover New Exoplanet in Distant Galaxy,https://www.aljazeera.com/global-security,forbes.com,0

107,New Space Mission Aims to Study the Atmosphere of Mars,https://www.cnn.com/science/climate-change,forbes.com,1

12,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.cnbc.com/global-markets,bloomberg.com,0

107,FIFA Introduces New Rules for World Cup Tournament,https://www.forbes.com/global-poverty,who.int,1

66,Top Tech Companies Collaborate on Renewable Energy,https://www.bloomberg.com/renewable-energy,forbes.com,1

72,International Space Station Completes 20 Years in Orbit,https://www.reuters.com/world/europe,cnbc.com,0

2,NASA Launches New Satellite to Monitor Climate Change,https://www.reuters.com/world/europe,cnn.com,0

9,EU Leaders Debate New Trade Agreements,https://www.bbc.com/news/world-technology,nytimes.com,0

143,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.aljazeera.com/global-security,cnbc.com,1

111,Global Markets React to Economic Shifts in Europe,https://www.wired.com/quantum-computing-conference,bloomberg.com,0

111,Top Tech Companies Collaborate on Renewable Energy,https://www.bbc.com/news/world-technology,cnbc.com,0

105,Scientists Discover New Exoplanet in Distant Galaxy,https://www.fifa.com/worldcup,espn.com,0

9,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.espn.com/olympic-sports,cnbc.com,0

33,International Space Station Completes 20 Years in Orbit,https://www.wired.com/quantum-computing-conference,nationalgeographic.com,1

43,Breakthrough in Quantum Computing Announced at International Conference,https://www.bloomberg.com/renewable-energy,bloomberg.com,1

114,New Policy Proposals Addressing Global Poverty Issues,https://www.nasa.gov/space-station,forbes.com,1

112,Global Leaders Discuss Solutions to Climate Crisis,https://www.businessinsider.com/global-renewable-energy-summit,bloomberg.com,1

20,Breakthrough in Quantum Computing Announced at International Conference,https://www.bloomberg.com/renewable-energy,who.int,1

143,Top Tech Companies Collaborate on Renewable Energy,https://www.nationalgeographic.com/ocean-conservation,cnbc.com,0

70,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.space.com/scientists-exoplanet-discovery,businessinsider.com,1

121,Top Tech Companies Collaborate on Renewable Energy,https://www.theguardian.com/world/climate-solutions,theguardian.com,1

100,Global Markets React to Economic Shifts in Europe,https://www.nytimes.com/health/cancer-research,theguardian.com,1

95,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.nationalgeographic.com/ocean-conservation,cnbc.com,1

35,International Space Station Completes 20 Years in Orbit,https://www.aljazeera.com/global-security,nasa.gov,1

63,UN Holds Emergency Meeting on Global Security,https://www.cnbc.com/global-markets,ft.com,0

71,Breakthrough in Cancer Research at Global Conference,https://www.fifa.com/worldcup,theguardian.com,1

35,Breakthrough in Quantum Computing Announced at International Conference,https://www.spacex.com/mars-mission,wired.com,1

57,Global Leaders Discuss Solutions to Climate Crisis,https://www.nytimes.com/health/cancer-research,nytimes.com,0

10,Scientists Discover New Exoplanet in Distant Galaxy,https://www.businessinsider.com/global-renewable-energy-summit,bloomberg.com,1

80,World Health Organization Launches Global Health Initiative,https://www.bbc.com/news/world-technology,forbes.com,1

82,New Policy Proposals Addressing Global Poverty Issues,https://www.cnbc.com/global-markets,who.int,0

134,New Policy Proposals Addressing Global Poverty Issues,https://www.fifa.com/worldcup,bbc.com,0

93,Breakthrough in Quantum Computing Announced at International Conference,https://www.wired.com/quantum-computing-conference,spacex.com,1

78,Global Stock Markets Show Growth Amid Trade Deals,https://www.nasa.gov/space-station,forbes.com,0

81,Breakthrough in Quantum Computing Announced at International Conference,https://www.businessinsider.com/global-renewable-energy-summit,fifa.com,0

46,EU Leaders Debate New Trade Agreements,https://www.fifa.com/worldcup,espn.com,1

59,Global Stock Markets Show Growth Amid Trade Deals,https://www.cnbc.com/global-markets,nationalgeographic.com,0

111,UN Holds Emergency Meeting on Global Security,https://www.bbc.com/news/world-technology,reuters.com,0

41,Scientists Discover New Exoplanet in Distant Galaxy,https://www.businessinsider.com/global-renewable-energy-summit,fifa.com,0

147,NASA Launches New Satellite to Monitor Climate Change,https://www.theguardian.com/world/climate-solutions,businessinsider.com,1

117,UN Holds Emergency Meeting on Global Security,https://www.aljazeera.com/global-security,nationalgeographic.com,0

101,Global Markets React to Economic Shifts in Europe,https://www.bbc.com/news/world-technology,bbc.com,0

22,Innovations in Space Technology Discussed at Global Symposium,https://www.espn.com/olympic-sports,nytimes.com,1

10,UN Holds Emergency Meeting on Global Security,https://www.fifa.com/worldcup,nasa.gov,1

18,NASA Launches New Satellite to Monitor Climate Change,https://www.bloomberg.com/renewable-energy,scientificamerican.com,1

49,Top Tech Companies Collaborate on Renewable Energy,https://www.bbc.com/news/world-technology,fifa.com,1

111,EU Leaders Debate New Trade Agreements,https://www.who.int/global-health-initiative,aljazeera.com,0

35,International Space Station Completes 20 Years in Orbit,https://www.fifa.com/worldcup,bloomberg.com,0

72,EU Leaders Debate New Trade Agreements,https://www.nasa.gov/space-station,nationalgeographic.com,1

78,FIFA Introduces New Rules for World Cup Tournament,https://www.cnn.com/science/climate-change,nationalgeographic.com,1

38,New Policy Proposals Addressing Global Poverty Issues,https://www.reuters.com/world/europe,nationalgeographic.com,1

141,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.ft.com/global-stock-markets,bloomberg.com,0

125,Breakthrough in Quantum Computing Announced at International Conference,https://www.nationalgeographic.com/ocean-conservation,fifa.com,0

129,Scientists Discover New Exoplanet in Distant Galaxy,https://www.cnn.com/science/climate-change,space.com,0

70,Breakthrough in Quantum Computing Announced at International Conference,https://www.espn.com/olympic-sports,bloomberg.com,1

132,Global Tech Summit Discusses AI Advances,https://www.fifa.com/worldcup,cnn.com,1

104,Global Stock Markets Show Growth Amid Trade Deals,https://www.aljazeera.com/global-security,space.com,1

61,Global Stock Markets Show Growth Amid Trade Deals,https://www.nytimes.com/health/cancer-research,who.int,0

128,Innovations in Space Technology Discussed at Global Symposium,https://www.cnbc.com/global-markets,bbc.com,1

15,UN Holds Emergency Meeting on Global Security,https://www.forbes.com/global-poverty,forbes.com,1

76,International Space Station Completes 20 Years in Orbit,https://www.aljazeera.com/global-security,nasa.gov,1

40,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.ft.com/global-stock-markets,who.int,0

125,Innovations in Space Technology Discussed at Global Symposium,https://www.space.com/scientists-exoplanet-discovery,cnbc.com,0

143,Scientists Discover New Exoplanet in Distant Galaxy,https://www.espn.com/olympic-sports,wired.com,1

58,Global Stock Markets Show Growth Amid Trade Deals,https://www.space.com/scientists-exoplanet-discovery,who.int,1

89,FIFA Introduces New Rules for World Cup Tournament,https://www.cnbc.com/global-markets,forbes.com,1

93,UN Holds Emergency Meeting on Global Security,https://www.scientificamerican.com/space-technology-symposium,wired.com,0

3,New Policy Proposals Addressing Global Poverty Issues,https://www.nytimes.com/health/cancer-research,who.int,0

35,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.bbc.com/news/world-technology,bloomberg.com,1

24,UN Holds Emergency Meeting on Global Security,https://www.fifa.com/worldcup,reuters.com,0

140,Global Stock Markets Show Growth Amid Trade Deals,https://www.who.int/global-health-initiative,space.com,0

59,Top Tech Companies Collaborate on Renewable Energy,https://www.wired.com/quantum-computing-conference,bloomberg.com,1

62,Global Markets React to Economic Shifts in Europe,https://www.theguardian.com/world/climate-solutions,nasa.gov,0

117,Global Tech Summit Discusses AI Advances,https://www.reuters.com/world/europe,who.int,1

114,Breakthrough in Quantum Computing Announced at International Conference,https://www.cnbc.com/global-markets,fifa.com,1

15,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.businessinsider.com/global-renewable-energy-summit,forbes.com,0

69,Top Tech Companies Collaborate on Renewable Energy,https://www.theguardian.com/world/climate-solutions,wired.com,1

112,International Space Station Completes 20 Years in Orbit,https://www.who.int/global-health-initiative,aljazeera.com,0

22,Global Markets React to Economic Shifts in Europe,https://www.spacex.com/mars-mission,reuters.com,0

72,New Policy Proposals Addressing Global Poverty Issues,https://www.cnn.com/science/climate-change,nasa.gov,0

147,NASA Launches New Satellite to Monitor Climate Change,https://www.bloomberg.com/renewable-energy,nationalgeographic.com,1

133,Breakthrough in Cancer Research at Global Conference,https://www.space.com/scientists-exoplanet-discovery,nasa.gov,0

53,Global Stock Markets Show Growth Amid Trade Deals,https://www.bbc.com/news/world-technology,reuters.com,0

125,UN Holds Emergency Meeting on Global Security,https://www.nationalgeographic.com/ocean-conservation,scientificamerican.com,1

15,New Policy Proposals Addressing Global Poverty Issues,https://www.who.int/global-health-initiative,espn.com,0

38,UN Holds Emergency Meeting on Global Security,https://www.nationalgeographic.com/ocean-conservation,nationalgeographic.com,0

118,UN Holds Emergency Meeting on Global Security,https://www.reuters.com/world/europe,aljazeera.com,1

44,Breakthrough in Quantum Computing Announced at International Conference,https://www.ft.com/global-stock-markets,forbes.com,1

104,Global Markets React to Economic Shifts in Europe,https://www.wired.com/quantum-computing-conference,cnbc.com,0

110,New Policy Proposals Addressing Global Poverty Issues,https://www.spacex.com/mars-mission,space.com,1

143,Scientists Discover New Exoplanet in Distant Galaxy,https://www.ft.com/global-stock-markets,space.com,0

14,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.fifa.com/worldcup,bbc.com,0

41,UN Holds Emergency Meeting on Global Security,https://www.theguardian.com/world/climate-solutions,businessinsider.com,0

66,NASA Launches New Satellite to Monitor Climate Change,https://www.espn.com/olympic-sports,cnn.com,1

134,NASA Launches New Satellite to Monitor Climate Change,https://www.cnn.com/science/climate-change,who.int,1

114,NASA Launches New Satellite to Monitor Climate Change,https://www.cnn.com/science/climate-change,nasa.gov,1

145,International Space Station Completes 20 Years in Orbit,https://www.aljazeera.com/global-security,cnbc.com,1

110,Top Tech Companies Collaborate on Renewable Energy,https://www.ft.com/global-stock-markets,wired.com,0

135,Global Stock Markets Show Growth Amid Trade Deals,https://www.nytimes.com/health/cancer-research,wired.com,1

133,Top Tech Companies Collaborate on Renewable Energy,https://www.who.int/global-health-initiative,bloomberg.com,0

50,World Health Organization Launches Global Health Initiative,https://www.theguardian.com/world/climate-solutions,spacex.com,1

35,Breakthrough in Cancer Research at Global Conference,https://www.who.int/global-health-initiative,ft.com,0

113,FIFA Introduces New Rules for World Cup Tournament,https://www.cnn.com/science/climate-change,nationalgeographic.com,1

88,Scientists Discover New Exoplanet in Distant Galaxy,https://www.espn.com/olympic-sports,spacex.com,1

60,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.fifa.com/worldcup,aljazeera.com,0

101,EU Leaders Debate New Trade Agreements,https://www.nytimes.com/health/cancer-research,ft.com,1

5,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.bbc.com/news/world-technology,ft.com,1

53,New Policy Proposals Addressing Global Poverty Issues,https://www.nytimes.com/health/cancer-research,who.int,1

55,Global Stock Markets Show Growth Amid Trade Deals,https://www.reuters.com/world/europe,theguardian.com,1

18,World Health Organization Launches Global Health Initiative,https://www.reuters.com/world/europe,aljazeera.com,0

51,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.nationalgeographic.com/ocean-conservation,aljazeera.com,0

70,Breakthrough in Quantum Computing Announced at International Conference,https://www.space.com/scientists-exoplanet-discovery,espn.com,0

110,New Policy Proposals Addressing Global Poverty Issues,https://www.nytimes.com/health/cancer-research,espn.com,1

24,NASA Launches New Satellite to Monitor Climate Change,https://www.spacex.com/mars-mission,nytimes.com,0

14,Breakthrough in Cancer Research at Global Conference,https://www.wired.com/quantum-computing-conference,nasa.gov,1

63,Innovations in Space Technology Discussed at Global Symposium,https://www.scientificamerican.com/space-technology-symposium,bloomberg.com,1

127,New Policy Proposals Addressing Global Poverty Issues,https://www.forbes.com/global-poverty,businessinsider.com,0

123,Global Stock Markets Show Growth Amid Trade Deals,https://www.aljazeera.com/global-security,ft.com,0

143,Breakthrough in Cancer Research at Global Conference,https://www.forbes.com/global-poverty,nytimes.com,1

116,Breakthrough in Cancer Research at Global Conference,https://www.reuters.com/world/europe,bloomberg.com,0

150,Global Leaders Discuss Solutions to Climate Crisis,https://www.nasa.gov/space-station,ft.com,0

80,New Policy Proposals Addressing Global Poverty Issues,https://www.espn.com/olympic-sports,space.com,0

133,Scientists Discover New Exoplanet in Distant Galaxy,https://www.spacex.com/mars-mission,aljazeera.com,1

49,Olympic Committee Prepares for 2024 Games,https://www.espn.com/olympic-sports,nasa.gov,0

121,Global Stock Markets Show Growth Amid Trade Deals,https://www.theguardian.com/world/climate-solutions,space.com,0

145,Top Tech Companies Collaborate on Renewable Energy,https://www.forbes.com/global-poverty,theguardian.com,1

43,NASA Launches New Satellite to Monitor Climate Change,https://www.forbes.com/global-poverty,ft.com,1

117,Global Stock Markets Show Growth Amid Trade Deals,https://www.nasa.gov/space-station,businessinsider.com,0

18,Global Leaders Discuss Solutions to Climate Crisis,https://www.bloomberg.com/renewable-energy,ft.com,0

15,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.cnn.com/science/climate-change,ft.com,1

77,NASA Launches New Satellite to Monitor Climate Change,https://www.reuters.com/world/europe,nationalgeographic.com,1

53,New Policy Proposals Addressing Global Poverty Issues,https://www.reuters.com/world/europe,bloomberg.com,0

37,NASA Launches New Satellite to Monitor Climate Change,https://www.ft.com/global-stock-markets,nytimes.com,0

149,Global Tech Summit Discusses AI Advances,https://www.forbes.com/global-poverty,wired.com,1

72,EU Leaders Debate New Trade Agreements,https://www.cnbc.com/global-markets,aljazeera.com,1

6,Global Tech Summit Discusses AI Advances,https://www.nytimes.com/health/cancer-research,bloomberg.com,1

97,World Health Organization Launches Global Health Initiative,https://www.businessinsider.com/global-renewable-energy-summit,forbes.com,1

134,New Space Mission Aims to Study the Atmosphere of Mars,https://www.businessinsider.com/global-renewable-energy-summit,bloomberg.com,1

140,New Policy Proposals Addressing Global Poverty Issues,https://www.space.com/scientists-exoplanet-discovery,aljazeera.com,0

77,EU Leaders Debate New Trade Agreements,https://www.bloomberg.com/renewable-energy,cnbc.com,1

68,International Space Station Completes 20 Years in Orbit,https://www.nationalgeographic.com/ocean-conservation,ft.com,1

118,Breakthrough in Quantum Computing Announced at International Conference,https://www.wired.com/quantum-computing-conference,cnbc.com,0

91,NASA Launches New Satellite to Monitor Climate Change,https://www.bloomberg.com/renewable-energy,space.com,0

17,FIFA Introduces New Rules for World Cup Tournament,https://www.who.int/global-health-initiative,spacex.com,1

101,Breakthrough in Cancer Research at Global Conference,https://www.bbc.com/news/world-technology,cnn.com,1

58,Global Markets React to Economic Shifts in Europe,https://www.nationalgeographic.com/ocean-conservation,nationalgeographic.com,1

125,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.scientificamerican.com/space-technology-symposium,cnbc.com,0

140,Top Tech Companies Collaborate on Renewable Energy,https://www.nytimes.com/health/cancer-research,scientificamerican.com,1

105,Breakthrough in Quantum Computing Announced at International Conference,https://www.who.int/global-health-initiative,nationalgeographic.com,0

30,Olympic Committee Prepares for 2024 Games,https://www.nytimes.com/health/cancer-research,bbc.com,0

46,Innovations in Space Technology Discussed at Global Symposium,https://www.cnbc.com/global-markets,businessinsider.com,1

32,International Space Station Completes 20 Years in Orbit,https://www.cnn.com/science/climate-change,scientificamerican.com,1

79,UN Holds Emergency Meeting on Global Security,https://www.businessinsider.com/global-renewable-energy-summit,space.com,1

61,Breakthrough in Quantum Computing Announced at International Conference,https://www.scientificamerican.com/space-technology-symposium,ft.com,1

83,FIFA Introduces New Rules for World Cup Tournament,https://www.spacex.com/mars-mission,space.com,0

88,World Health Organization Launches Global Health Initiative,https://www.bbc.com/news/world-technology,nytimes.com,0

4,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.bloomberg.com/renewable-energy,reuters.com,0

30,Global Stock Markets Show Growth Amid Trade Deals,https://www.spacex.com/mars-mission,nasa.gov,0

44,New Space Mission Aims to Study the Atmosphere of Mars,https://www.bbc.com/news/world-technology,ft.com,1

114,New Space Mission Aims to Study the Atmosphere of Mars,https://www.nytimes.com/health/cancer-research,reuters.com,0

112,Olympic Committee Prepares for 2024 Games,https://www.businessinsider.com/global-renewable-energy-summit,fifa.com,0

68,NASA Launches New Satellite to Monitor Climate Change,https://www.cnn.com/science/climate-change,space.com,0

150,UN Holds Emergency Meeting on Global Security,https://www.nationalgeographic.com/ocean-conservation,theguardian.com,1

106,Global Markets React to Economic Shifts in Europe,https://www.bbc.com/news/world-technology,scientificamerican.com,0

109,Breakthrough in Quantum Computing Announced at International Conference,https://www.bbc.com/news/world-technology,fifa.com,1

50,International Space Station Completes 20 Years in Orbit,https://www.espn.com/olympic-sports,nytimes.com,1

136,International Space Station Completes 20 Years in Orbit,https://www.bbc.com/news/world-technology,bloomberg.com,0

85,Scientists Discover New Exoplanet in Distant Galaxy,https://www.nasa.gov/space-station,bbc.com,1

37,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.scientificamerican.com/space-technology-symposium,bbc.com,1

122,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.businessinsider.com/global-renewable-energy-summit,fifa.com,0

117,Scientists Discover New Exoplanet in Distant Galaxy,https://www.aljazeera.com/global-security,aljazeera.com,1

32,Global Leaders Discuss Solutions to Climate Crisis,https://www.nasa.gov/space-station,space.com,1

49,NASA Launches New Satellite to Monitor Climate Change,https://www.reuters.com/world/europe,bbc.com,0

132,EU Leaders Debate New Trade Agreements,https://www.cnn.com/science/climate-change,bbc.com,1

143,Global Markets React to Economic Shifts in Europe,https://www.nasa.gov/space-station,ft.com,1

46,World Health Organization Launches Global Health Initiative,https://www.wired.com/quantum-computing-conference,spacex.com,1

126,Global Leaders Discuss Solutions to Climate Crisis,https://www.nytimes.com/health/cancer-research,espn.com,1

46,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.aljazeera.com/global-security,spacex.com,1

150,International Space Station Completes 20 Years in Orbit,https://www.aljazeera.com/global-security,bbc.com,0

100,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.bloomberg.com/renewable-energy,reuters.com,1

115,Global Stock Markets Show Growth Amid Trade Deals,https://www.wired.com/quantum-computing-conference,scientificamerican.com,1

94,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.cnbc.com/global-markets,espn.com,1

21,Breakthrough in Quantum Computing Announced at International Conference,https://www.forbes.com/global-poverty,businessinsider.com,1

90,World Health Organization Launches Global Health Initiative,https://www.ft.com/global-stock-markets,space.com,0

16,New Policy Proposals Addressing Global Poverty Issues,https://www.aljazeera.com/global-security,espn.com,0

1,Global Tech Summit Discusses AI Advances,https://www.nationalgeographic.com/ocean-conservation,bbc.com,1

129,UN Holds Emergency Meeting on Global Security,https://www.nasa.gov/space-station,cnn.com,1

49,Global Leaders Discuss Solutions to Climate Crisis,https://www.ft.com/global-stock-markets,nationalgeographic.com,0

110,Top Tech Companies Collaborate on Renewable Energy,https://www.aljazeera.com/global-security,theguardian.com,0

79,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.wired.com/quantum-computing-conference,bloomberg.com,0

130,Scientists Discover New Exoplanet in Distant Galaxy,https://www.space.com/scientists-exoplanet-discovery,cnn.com,1

5,Top Tech Companies Collaborate on Renewable Energy,https://www.ft.com/global-stock-markets,spacex.com,1

35,UN Holds Emergency Meeting on Global Security,https://www.space.com/scientists-exoplanet-discovery,spacex.com,0

39,World Health Organization Launches Global Health Initiative,https://www.fifa.com/worldcup,cnbc.com,0

87,International Space Station Completes 20 Years in Orbit,https://www.nationalgeographic.com/ocean-conservation,ft.com,1

97,Global Markets React to Economic Shifts in Europe,https://www.theguardian.com/world/climate-solutions,wired.com,1

11,Innovations in Space Technology Discussed at Global Symposium,https://www.wired.com/quantum-computing-conference,forbes.com,0

139,Global Markets React to Economic Shifts in Europe,https://www.scientificamerican.com/space-technology-symposium,theguardian.com,1

37,Innovations in Space Technology Discussed at Global Symposium,https://www.who.int/global-health-initiative,bloomberg.com,1

6,EU Leaders Debate New Trade Agreements,https://www.nytimes.com/health/cancer-research,bbc.com,0

93,NASA Launches New Satellite to Monitor Climate Change,https://www.reuters.com/world/europe,space.com,1

14,Top Tech Companies Collaborate on Renewable Energy,https://www.space.com/scientists-exoplanet-discovery,space.com,0

97,World Health Organization Launches Global Health Initiative,https://www.spacex.com/mars-mission,wired.com,0

4,Scientists Discover New Exoplanet in Distant Galaxy,https://www.nationalgeographic.com/ocean-conservation,forbes.com,1

32,FIFA Introduces New Rules for World Cup Tournament,https://www.nationalgeographic.com/ocean-conservation,cnbc.com,0

22,New Space Mission Aims to Study the Atmosphere of Mars,https://www.cnn.com/science/climate-change,nasa.gov,0

145,New Space Mission Aims to Study the Atmosphere of Mars,https://www.cnn.com/science/climate-change,reuters.com,1

53,Olympic Committee Prepares for 2024 Games,https://www.wired.com/quantum-computing-conference,fifa.com,1

113,Global Tech Summit Discusses AI Advances,https://www.espn.com/olympic-sports,nationalgeographic.com,0

115,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.nytimes.com/health/cancer-research,nationalgeographic.com,1

119,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.wired.com/quantum-computing-conference,nationalgeographic.com,0

79,Top Tech Companies Collaborate on Renewable Energy,https://www.reuters.com/world/europe,businessinsider.com,0

12,World Health Organization Launches Global Health Initiative,https://www.scientificamerican.com/space-technology-symposium,nasa.gov,0

35,International Space Station Completes 20 Years in Orbit,https://www.who.int/global-health-initiative,cnbc.com,1

112,Top Tech Companies Collaborate on Renewable Energy,https://www.wired.com/quantum-computing-conference,reuters.com,1

72,UN Holds Emergency Meeting on Global Security,https://www.nationalgeographic.com/ocean-conservation,space.com,1

69,UN Holds Emergency Meeting on Global Security,https://www.reuters.com/world/europe,nytimes.com,0

21,NASA Launches New Satellite to Monitor Climate Change,https://www.bbc.com/news/world-technology,theguardian.com,0

112,Global Markets React to Economic Shifts in Europe,https://www.nationalgeographic.com/ocean-conservation,theguardian.com,0

17,Breakthrough in Cancer Research at Global Conference,https://www.scientificamerican.com/space-technology-symposium,bbc.com,0

32,Global Stock Markets Show Growth Amid Trade Deals,https://www.bloomberg.com/renewable-energy,nationalgeographic.com,0

108,International Space Station Completes 20 Years in Orbit,https://www.bloomberg.com/renewable-energy,theguardian.com,0

134,Olympic Committee Prepares for 2024 Games,https://www.bbc.com/news/world-technology,nationalgeographic.com,1

109,New Policy Proposals Addressing Global Poverty Issues,https://www.nasa.gov/space-station,reuters.com,0

38,Breakthrough in Quantum Computing Announced at International Conference,https://www.aljazeera.com/global-security,espn.com,0

109,Scientists Discover New Exoplanet in Distant Galaxy,https://www.forbes.com/global-poverty,bloomberg.com,1

121,Scientists Discover New Exoplanet in Distant Galaxy,https://www.businessinsider.com/global-renewable-energy-summit,ft.com,0

124,Top Tech Companies Collaborate on Renewable Energy,https://www.cnn.com/science/climate-change,fifa.com,0

0,Global Tech Summit Discusses AI Advances,https://www.nationalgeographic.com/ocean-conservation,nationalgeographic.com,0

149,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.aljazeera.com/global-security,cnn.com,1

140,UN Holds Emergency Meeting on Global Security,https://www.theguardian.com/world/climate-solutions,cnn.com,0

61,NASA Launches New Satellite to Monitor Climate Change,https://www.nationalgeographic.com/ocean-conservation,espn.com,1

5,World Health Organization Launches Global Health Initiative,https://www.wired.com/quantum-computing-conference,theguardian.com,0

126,International Space Station Completes 20 Years in Orbit,https://www.cnn.com/science/climate-change,scientificamerican.com,0

11,Breakthrough in Quantum Computing Announced at International Conference,https://www.nationalgeographic.com/ocean-conservation,cnbc.com,0

5,New Policy Proposals Addressing Global Poverty Issues,https://www.wired.com/quantum-computing-conference,businessinsider.com,1

133,Global Markets React to Economic Shifts in Europe,https://www.wired.com/quantum-computing-conference,theguardian.com,1

131,Top Tech Companies Collaborate on Renewable Energy,https://www.nationalgeographic.com/ocean-conservation,espn.com,0

22,Top Tech Companies Collaborate on Renewable Energy,https://www.scientificamerican.com/space-technology-symposium,bbc.com,0

101,FIFA Introduces New Rules for World Cup Tournament,https://www.reuters.com/world/europe,theguardian.com,0

51,Global Markets React to Economic Shifts in Europe,https://www.spacex.com/mars-mission,businessinsider.com,1

